380.256308	-682.454684	307.320955	-661.532159
465.404400	-577.130138	404.167027	-535.718155
482.478883	-831.771412	364.095440	-770.156376
481.109076	-826.029822	363.944385	-765.070856
466.786700	-822.260637	349.292044	-763.358898
454.403248	-653.784622	376.407913	-622.839492
473.114320	-663.276550	389.835030	-627.404712
412.567726	-638.823221	338.879121	-619.012764
415.906364	-634.692003	343.578612	-613.306239
418.943696	-631.373056	346.738181	-608.863751
462.660623	-581.365233	400.787416	-540.949697
473.077591	-585.201457	408.038059	-542.002887
473.306300	-578.818168	409.322027	-536.678195
